,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600550,保变电气,194.58,11.58,20.1468,256.522,0.1868,2214.391,1.6128
1,000420,吉林化纤,51.21,20.32,4.6759,116.4837,0.3079,572.9709,1.5147
2,600876,洛阳玻璃,49.15,12.14,5.7721,32.2678,0.0645,265.6339,0.5312
3,002932,明德生物,44.37,40.3,70.8865,8.8623,1.4769999999999999,21.9873,3.6645
4,600816,安信信托,41.47,62.27,83.0375,548.4446,1.2077,880.6837,1.9393
5,600385,山东金泰,35.28,1.46,3.0759,9.7585,0.0658,665.4476,4.493
6,603188,亚邦股份,34.93,27.75,50.2104,394.5858,1.8267,1421.7866,6.5823
7,000034,神州数码,33.14,21.38,11.3308,51.5992,0.1441,241.274,0.6739
8,600382,广东明珠,32.93,1666.36,71.1767,810.9851,2.373,48.6678,0.1424
9,300615,欣天科技,32.68,36.59,56.3162,49.5579,,135.4374,
10,002833,弘亚数控,30.2,28.59,40.5217,62.6473,,219.0991,
11,603303,得邦照明,29.83,12.3,23.7077,161.4665,,1312.2579,
12,600766,园城黄金,28.37,70.64,80.9263,10.3376,0.0461,14.6335,0.0652
13,002841,视源股份,27.03,6.58,20.1415,109.5838,,1663.6642,
14,600340,华夏幸福,26.59,20.21,45.7873,2301.0369,1.7394,11382.4898,8.6043
15,600421,ST仰帆,25.48,3.99,16.5221,1.1243,0.0057,28.119,0.1437
16,000403,ST生化,25.21,64.01,60.0363,101.2853,0.3715,158.2285,0.5804
17,002174,游族网络,24.99,41.07,59.2275,163.5241,0.5931,398.1305,1.444
18,000540,中天金融,24.13,18.55,31.5662,964.0461,0.7487,5195.4042,4.035
19,300418,昆仑万维,23.27,23.93,74.1062,231.7116,1.1033,968.2563,4.6107
20,000848,承德露露,23.24,17.18,42.795,263.5084,0.525,1533.3982,3.0556
21,601163,三角轮胎,22.25,11.44,22.3439,519.832,,4541.5928,
22,002861,瀛通通讯,21.39,29.61,31.0681,77.9379,,263.2145,
23,000017,深中华A,21.11,2.18,6.2333,1.8746,0.0034,85.6666,0.1553
24,600398,海澜之家,20.94,21.6,40.1878,1227.7769,0.2732,5683.4101,1.265
25,000957,中通客车,20.76,13.11,14.7407,204.7938,0.8586,1561.631,6.5475
26,600280,中央商场,20.68,8.58,21.2394,324.0974,0.5644,3775.1328,6.5749
27,002737,葵花药业,19.79,13.13,63.3092,164.4255,1.5016,1251.4335,11.4286
28,300389,艾比森,19.7,16.46,34.9498,77.5895,1.2284,471.2823,7.4617
29,300393,中来股份,19.25,30.37,46.9995,65.3525,0.6807,215.1439,2.241
30,000979,中弘股份,19.02,24.07,48.6084,557.8409,0.29,2317.5303,1.2051
31,603908,牧高笛,18.6,10.4,31.7614,24.3635,,234.2484,
32,001896,豫能控股,18.6,12.56,28.4693,208.6873,0.3347,1661.4529,2.6653
33,000333,美的集团,18.5,8.54,25.8468,6610.1328,1.5679,77330.8518,18.343
34,002831,裕同科技,18.49,16.61,36.5141,248.3151,1.6554,1494.249,9.9616
35,603032,德新交运,18.47,15.8,32.5826,30.9755,,196.0091,
36,603358,华达科技,18.02,12.13,23.8092,134.2716,,1106.2519,
37,603228,景旺电子,17.97,15.16,31.7746,158.32,,1043.7265,
38,000921,海信科龙,17.95,3.96,21.658,609.7697,0.4488,15397.5378,11.3342
