,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,300217,东方电热,--,--,--,--,--,--
1,601777,力帆股份,--,--,--,--,--,--
2,300221,银禧科技,--,--,--,--,--,--
3,601799,星宇股份,--,--,--,--,--,--
4,300233,金城医药,--,--,--,--,--,--
5,601890,亚星锚链,--,--,--,--,--,--
6,300241,瑞丰光电,--,--,--,--,--,--
7,002553,南方轴承,--,--,--,--,--,--
8,300245,天玑科技,--,--,--,--,--,--
9,002557,洽洽食品,--,--,--,--,--,--
10,300249,依米康,--,--,--,--,--,--
11,002561,徐家汇,--,--,--,--,--,--
12,300253,卫宁健康,--,--,--,--,--,--
13,002565,顺灏股份,--,--,--,--,--,--
14,300257,开山股份,--,--,--,--,--,--
15,002569,步森股份,--,--,--,--,--,--
16,300261,雅本化学,--,--,--,--,--,--
17,300265,通光线缆,--,--,--,--,--,--
18,300269,联建光电,--,--,--,--,--,--
19,300273,和佳股份,--,--,--,--,--,--
20,002585,双星新材,--,--,--,--,--,--
21,300277,海联讯,--,--,--,--,--,--
22,002589,瑞康医药,--,--,--,--,--,--
23,300281,金明精机,--,--,--,--,--,--
24,300285,国瓷材料,--,--,--,--,--,--
25,002597,金禾实业,--,--,--,--,--,--
26,002601,龙蟒佰利,--,--,--,--,--,--
27,002605,姚记扑克,--,--,--,--,--,--
28,002609,捷顺科技,--,--,--,--,--,--
29,002613,北玻股份,--,--,--,--,--,--
30,002617,露笑科技,--,--,--,--,--,--
31,002621,三垒股份,--,--,--,--,--,--
32,002625,光启技术,--,--,--,--,--,--
33,002629,仁智股份,--,--,--,--,--,--
34,002633,申科股份,--,--,--,--,--,--
35,002637,赞宇科技,--,--,--,--,--,--
36,002641,永高股份,--,--,--,--,--,--
37,002645,华宏科技,--,--,--,--,--,--
38,002649,博彦科技,--,--,--,--,--,--
39,600998,九州通,--,--,--,--,--,--
40,601113,华鼎股份,--,--,--,--,--,--
41,601126,四方股份,--,--,--,--,--,--
42,601222,林洋能源,--,--,--,--,--,--
43,300180,华峰超纤,--,--,--,--,--,--
44,300184,力源信息,--,--,--,--,--,--
45,300193,佳士科技,--,--,--,--,--,--
46,601566,九牧王,--,--,--,--,--,--
47,300201,海伦哲,--,--,--,--,--,--
48,300205,天喻信息,--,--,--,--,--,--
49,300209,天泽信息,--,--,--,--,--,--
50,601700,风范股份,--,--,--,--,--,--
51,300216,千山药机,--,--,--,--,--,--
52,601798,*ST蓝科,--,--,--,--,--,--
53,300224,正海磁材,--,--,--,--,--,--
54,300228,富瑞特装,--,--,--,--,--,--
55,300232,洲明科技,--,--,--,--,--,--
56,300236,上海新阳,--,--,--,--,--,--
57,601901,方正证券,--,--,--,--,--,--
58,601933,永辉超市,--,--,--,--,--,--
59,002552,*ST宝鼎,--,--,--,--,--,--
60,300244,迪安诊断,--,--,--,--,--,--
61,300248,新开普,--,--,--,--,--,--
62,601996,丰林集团,--,--,--,--,--,--
63,002560,通达股份,--,--,--,--,--,--
64,300252,金信诺,--,--,--,--,--,--
65,300256,星星科技,--,--,--,--,--,--
66,002568,百润股份,--,--,--,--,--,--
67,300260,新莱应材,--,--,--,--,--,--
68,002572,索菲亚,--,--,--,--,--,--
69,300264,佳创视讯,--,--,--,--,--,--
70,300268,佳沃股份,--,--,--,--,--,--
71,002580,圣阳股份,--,--,--,--,--,--
72,300272,开能健康,--,--,--,--,--,--
73,002584,西陇科学,--,--,--,--,--,--
74,300276,三丰智能,--,--,--,--,--,--
75,002588,史丹利,--,--,--,--,--,--
76,300280,紫天科技,--,--,--,--,--,--
77,002592,八菱科技,--,--,--,--,--,--
78,300284,苏交科,--,--,--,--,--,--
79,002596,海南瑞泽,--,--,--,--,--,--
80,002600,领益智造,--,--,--,--,--,--
81,002604,*ST龙力,--,--,--,--,--,--
82,002608,江苏国信,--,--,--,--,--,--
83,002612,朗姿股份,--,--,--,--,--,--
84,002616,长青集团,--,--,--,--,--,--
85,002620,瑞和股份,--,--,--,--,--,--
86,002624,完美世界,--,--,--,--,--,--
87,002628,成都路桥,--,--,--,--,--,--
88,002632,道明光学,--,--,--,--,--,--
89,002636,金安国纪,--,--,--,--,--,--
90,002640,跨境通,--,--,--,--,--,--
