,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,603713,密尔克卫,--,--,--,2910.2653,--,--
1,603721,中广天择,--,--,--,-14946.4018,--,--
2,603733,仙鹤股份,--,--,--,1061.7422,--,--
3,601949,中国出版,--,--,--,-4975.8862,--,--
4,603773,沃格光电,--,--,--,3619.3153,--,--
5,603809,豪能股份,--,--,--,6101.2922,--,--
6,603013,亚普股份,--,--,--,568.9999,--,--
7,603829,洛凯股份,--,--,--,2048.2978,--,--
8,603876,鼎胜新材,--,--,--,224.8648,--,--
9,603880,南卫股份,--,--,--,811.4137,--,--
10,603045,福达合金,--,--,--,215.3766,--,--
11,603897,长城科技,--,--,--,1180.0735,--,--
12,300634,彩讯股份,--,--,--,-3071.3351,--,--
13,002875,安奈儿,--,--,--,9848.7335,--,--
14,002883,中设股份,--,--,--,4274.5549,--,--
15,300655,晶瑞股份,--,--,--,1624.2457,--,--
16,603103,横店影视,--,--,--,7738.0591,--,--
17,002891,中宠股份,--,--,--,1362.1556,--,--
18,603110,东方材料,--,--,--,1148.1877,--,--
19,002896,中大力德,--,--,--,727.9881,--,--
20,603963,大理药业,--,--,--,13032.6418,--,--
21,002900,哈三联,--,--,--,3564.4077,--,--
22,603970,中农立华,--,--,--,309.9074,--,--
23,603127,昭衍新药,--,--,--,4039.5248,--,--
24,002905,金逸影视,--,--,--,698.8087,--,--
25,002909,集泰股份,--,--,--,325.1155,--,--
26,603156,养元饮品,--,--,--,-423253.6746,--,--
27,002913,奥士康,--,--,--,1991.6138,--,--
28,002918,蒙娜丽莎,--,--,--,1492.481,--,--
29,300684,中石科技,--,--,--,2872.3782,--,--
30,002922,伊戈尔,--,--,--,989.5216,--,--
31,002927,泰永长征,--,--,--,32546.4049,--,--
32,300692,中环环保,--,--,--,619.2112,--,--
33,002931,锋龙股份,--,--,--,1895.1602,--,--
34,300697,电工合金,--,--,--,695.4635,--,--
35,603196,日播时尚,--,--,--,1526.2037,--,--
36,300701,森霸传感,--,--,--,-2777.2877,--,--
37,300706,阿石创,--,--,--,2294.6578,--,--
38,300710,万隆光电,--,--,--,1330.0657,--,--
39,300715,凯伦股份,--,--,--,784.6196,--,--
40,300719,安达维尔,--,--,--,-456.8496,--,--
