,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,002575,群兴玩具,66.4957,66.4489,4580.9385,-3062.9972,99.0742,0.9258
1,000416,民生控股,38.7955,38.7929,2508.7953,2856.9815,97.9215,2.0785
2,600868,梅雁吉祥,4.3547,4.3547,198.8996,-588.7884,97.669,2.331
3,300333,兆日科技,23.8105,21.6117,1616.0710000000001,-448.95,97.3702,2.6298
4,000503,国新健康,21.5993,21.5972,1819.7493,2648.9697,97.0923,2.9077
5,600527,江南高纤,25.7378,19.3288,1639.2079,-883.137,96.6792,3.3208
6,000831,五矿稀土,22.8074,9.4942,186.8918,-2953.8692,96.4507,3.5493
7,300223,北京君正,34.3455,30.0125,171.7042,-7279.6046,96.4175,3.5825
8,300235,方直科技,22.2695,21.7394,932.3892,-107.7609,96.2992,3.7008
9,603336,宏辉果蔬,23.1623,14.8418,267.2187,-4516.7816,96.1496,3.8504
10,300042,朗科科技,19.0806,17.5549,367.7567,-10170.1076,95.9278,4.0722
11,603516,淳中科技,21.9,20.377,439.1238,-6657.7474,95.9,4.1
12,002820,桂发祥,7.9248,7.0155,543.5143,112983.9987,95.7932,4.2068
13,300485,赛升药业,15.0966,13.3993,241.6343,-27703.7194,95.54899999999999,4.4510000000000005
14,600212,江泉实业,6.7895,6.1632,273.0271,12889.8477,95.4383,4.5617
15,300628,亿联网络,20.5932,19.6619,94.5908,-8985.8301,95.3749,4.6251
16,603758,秦安股份,10.0235,7.6294,513.8168,169.4544,95.1266,4.8734
17,300672,国科微,13.9826,12.029000000000002,433.5249,-8974.472,95.1154,4.8846
18,300701,森霸传感,18.7238,17.6355,100.6717,-24188.0554,95.0988,4.9012
19,603655,朗博科技,14.1879,13.3251,470.5429,-6458.4376,95.0504,4.9496
20,600381,青海春天,40.6751,31.8349,659.8686,-11775.4211,95.0086,4.9914
21,300267,尔康制药,12.245999999999999,8.6578,394.6497,-3621.427,94.8784,5.1216
22,600883,博闻科技,32.6982,32.0988,2429.6169,-112.3185,94.8463,5.1537
23,300726,宏达电子,20.7008,17.4367,562.182,-2022.7919,94.8007,5.1993
24,300127,银河磁体,16.1902,14.324000000000002,177.7393,-3655.0517,94.7234,5.2766
25,600506,香梨股份,29.5956,28.1392,1701.8268,1137.4737,94.7175,5.2825
26,002515,金字火腿,12.115,9.7738,466.6881,-187.122,94.6522,5.3478
