,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,002728,特一药业,--,--,--,-5130.3828,--,--
1,002745,木林森,--,--,--,1050.2881,--,--
2,002749,国光股份,--,--,--,-9723.1336,--,--
3,002753,永东股份,--,--,--,747.6149,--,--
4,002758,华通医药,--,--,--,719.0239,--,--
5,603012,创力集团,--,--,--,2002.1157,--,--
6,002762,金发拉比,--,--,--,-2269.2543,--,--
7,002767,先锋电子,--,--,--,-2844.0640000000003,--,--
8,002771,真视通,--,--,--,6986.9739,--,--
9,002776,柏堡龙,--,--,--,1084.7768,--,--
10,603085,天成自控,--,--,--,1164.389,--,--
11,603117,万林股份,--,--,--,225.5233,--,--
12,603198,迎驾贡酒,--,--,--,-4466.8654,--,--
13,603222,济民制药,--,--,--,1841.2493,--,--
14,603338,浙江鼎力,--,--,--,-4928.4445,--,--
15,603598,引力传媒,--,--,--,-19755.605,--,--
16,300414,中光防雷,--,--,--,-4358.5134,--,--
17,603669,灵康药业,--,--,--,-7051.7526,--,--
18,603718,海利生物,--,--,--,-1817.7652,--,--
19,300434,金石东方,--,--,--,-3844.7192,--,--
20,603818,曲美家居,--,--,--,868.7073,--,--
21,300442,普丽盛,--,--,--,-7639.8573,--,--
22,603838,四通股份,--,--,--,82955.3007,--,--
23,300455,康拓红外,--,--,--,-20947.6989,--,--
24,603918,金桥信息,--,--,--,251.188,--,--
25,300459,金科文化,--,--,--,579.0859,--,--
26,603969,银龙股份,--,--,--,1084.513,--,--
27,300463,迈克生物,--,--,--,3033.0481,--,--
28,300467,迅游科技,--,--,--,-2871.9729,--,--
29,300471,厚普股份,--,--,--,31366.2552,--,--
30,300476,胜宏科技,--,--,--,-2164.2762,--,--
31,300480,光力科技,--,--,--,2934.8034,--,--
32,300485,赛升药业,--,--,--,-1598.874,--,--
33,300489,中飞股份,--,--,--,7289.2708,--,--
34,002743,富煌钢构,--,--,--,161.1626,--,--
35,002748,世龙实业,--,--,--,1228.022,--,--
36,002752,昇兴股份,--,--,--,364.2125,--,--
37,002757,南兴装备,--,--,--,738.658,--,--
38,002761,多喜爱,--,--,--,-6596.9369,--,--
39,002766,索菱股份,--,--,--,432.2676,--,--
40,603021,山东华鹏,--,--,--,387.5399,--,--
41,002770,科迪乳业,--,--,--,650.2385,--,--
42,002775,文科园林,--,--,--,524.9637,--,--
43,603227,雪峰科技,--,--,--,773.8539999999999,--,--
44,603566,普莱柯,--,--,--,-11599.5076,--,--
45,603589,口子窖,--,--,--,3143.8028,--,--
46,300421,力星股份,--,--,--,779.6186,--,--
47,603703,盛洋科技,--,--,--,407.4185,--,--
48,300437,清水源,--,--,--,-9755.6133,--,--
49,300441,鲍斯股份,--,--,--,723.7925,--,--
50,300453,三鑫医疗,--,--,--,1238.0931,--,--
51,300458,全志科技,--,--,--,-805.0513,--,--
52,603968,醋化股份,--,--,--,780.6971,--,--
53,300462,华铭智能,--,--,--,-5440.7131,--,--
54,603989,艾华集团,--,--,--,3099.5018,--,--
55,300466,赛摩电气,--,--,--,2128.9927,--,--
56,300470,日机密封,--,--,--,13424.6358,--,--
57,300475,聚隆科技,--,--,--,-4460.2746,--,--
58,300479,神思电子,--,--,--,-7075.6373,--,--
59,300483,沃施股份,--,--,--,3071.1279,--,--
60,300447,全信股份,--,--,--,-17781.5769,--,--
61,603883,老百姓,--,--,--,1381.4243,--,--
62,300451,创业软件,--,--,--,-2288.6249,--,--
63,603899,晨光文具,--,--,--,-16255.7086,--,--
64,300456,耐威科技,--,--,--,1713.2472,--,--
65,603979,金诚信,--,--,--,721.613,--,--
66,300464,星徽精密,--,--,--,963.1586,--,--
67,300468,四方精创,--,--,--,-2880.9085,--,--
68,300472,新元科技,--,--,--,6927.5178,--,--
69,300481,濮阳惠成,--,--,--,5603.7815,--,--
70,300486,东杰智能,--,--,--,-8008.5949,--,--
71,002746,仙坛股份,--,--,--,276.6143,--,--
72,002755,东方新星,--,--,--,-7037.6211,--,--
73,002759,天际股份,--,--,--,4153.1429,--,--
74,002763,汇洁股份,--,--,--,756.4816,--,--
75,002768,国恩股份,--,--,--,788.3402,--,--
76,603023,威帝股份,--,--,--,-25174.7183,--,--
77,002772,众兴菌业,--,--,--,1640.8531,--,--
78,603199,九华旅游,--,--,--,547.9434,--,--
