,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600556,ST慧球,48.87,5.4,30.3982,1.8948,0.0047,35.0641,0.0888
1,300738,奥飞数据,45.53,15.24,32.5969,10.2499,1.0249,67.2239,6.7223
2,000520,长航凤凰,44.69,27.4,13.1748,108.5768,0.1072,396.2464,0.3915
3,002568,百润股份,39.36,36.3,78.4667,612.8619,1.3679,1688.0454,3.7679
4,002506,协鑫集成,37.58,5.26,9.2169,187.9071,0.0744,3567.7022,1.4137
5,002015,霞客环保,37.1,100.91,4.8693,130.0994,0.3246,128.9164,0.3217
6,300059,东方财富,35.99,66.36,87.8024,1041.8901,0.6152,1569.9619,0.927
7,603169,兰石重装,34.53,38.49,55.6091,657.1657,0.6947,1707.3284,1.805
8,603980,吉华集团,29.26,31.27,51.8935,533.8519,,1707.2269,
9,600185,格力地产,26.49,797.15,22.4772,918.0983,1.5894,115.1719,0.1993
10,603377,东方时尚,26.26,27.7,57.3453,184.0789,0.4975,664.4742,1.7958
11,000963,华东医药,26.24,6.41,25.1811,666.5936,1.5357,10383.5013,23.9218
12,600340,华夏幸福,26.14,17.96,37.9655,3030.8025,1.1455,16872.2437,6.377000000000001
13,600647,同达创业,24.35,101.55,35.5183,66.0039,0.4743,64.9914,0.467
14,603233,大参林,24.32,7.48,40.5302,189.6812,,2535.3477,
15,000626,远大控股,24.15,0.81,1.5266,204.9914,1.0123,25296.4545,124.9207
16,600550,保变电气,24.13,12.37,20.971999999999998,230.8541,0.1504,1866.1451,1.216
17,600398,海澜之家,23.79,20.99,41.4246,1665.8695,0.3707,7932.9058,1.7657
18,300533,冰川网络,22.94,52.18,93.3728,100.1568,,191.9319,
19,603079,圣达生物,22.64,29.62,57.9696,95.1115,,321.0616,
20,600870,*ST厦华,21.85,,,1.3967,0.0026,0.0,0.0
21,000048,*ST康达,21.78,11.7,37.5004,144.2292,0.369,1232.0265,3.1528
22,603639,海利尔,21.48,16.28,34.9875,114.6989,,704.3027,
23,600452,涪陵电力,21.47,22.48,8.9983,135.6227,0.8476,603.0475,3.7689999999999997
24,300690,双一科技,21.23,24.28,48.1119,60.0339,,247.2111,
25,002130,沃尔核材,20.98,51.1,29.2787,363.1604,0.6377,710.6452,1.2479
26,603596,伯特利,20.4,10.62,23.0754,73.1408,0.4876,688.6867,4.5912
27,002880,卫光生物,20.09,24.61,45.2625,67.6222,,274.7238,
28,002932,明德生物,20.01,42.26,77.0881,18.0924,0.3773,42.8053,0.8927
29,002736,国信证券,19.84,51.63,68.5036,9021.7957,1.1002,17472.0174,2.1307
30,603658,安图生物,19.83,34.84,78.6444,109.0079,,312.8241,
31,300208,恒顺众昇,19.77,32.34,48.7114,204.0587,0.6655,630.8373,2.0574
32,600083,博信股份,19.69,14.39,39.4937,9.744,0.0423,67.7116,0.2943
33,300567,精测电子,19.65,18.96,52.2546,40.0314,,211.1024,
34,000929,兰州黄河,19.62,42.0,39.5458,167.3654,0.9009,398.4195,2.1447
35,000565,渝三峡A,19.49,63.7,29.0787,151.5749,0.8739,237.9488,1.3719
36,002174,游族网络,19.44,33.4,62.3909,217.6097,0.7892,651.3609,2.3624
37,002180,纳思达,19.36,54.44,68.2914,124.6631,0.2948,228.9677,0.5416
38,000931,中关村,19.23,37.51,44.339,149.6589,0.2217,398.9665,0.5911
39,600909,华安证券,19.0,51.44,68.62100000000001,1124.7415,0.3987,2186.3966,0.775
40,000712,锦龙股份,18.97,4847.54,97.0272,585.0462,0.6529,12.0689,0.0134
