,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,000035,中国天楹,26268.64,2769.57,10.6351,1133.3866,5.9982,40.9228,0.2165
1,000056,皇庭国际,103.58,14215.33,16.9785,2423.7463,10.972000000000001,17.0502,0.0771
2,600338,西藏珠峰,88.67,2.34,1.2691,25.0674,0.1583,1068.2926,6.7471
3,600892,大晟文化,57.06,0.54,3.1856,2.7442,0.0434,504.4399,7.9911
4,000603,盛达矿业,55.1,35.45,83.0023,216.4158,0.4285,610.3977,1.2087
5,000921,海信科龙,43.82,5.98,21.4624,1178.2147,0.8701,19669.9471,14.5266
6,000757,浩物股份,42.58,15.07,30.3258,47.5461,0.1297,315.3092,0.8607
7,600280,中央商场,36.98,7.61,25.1302,429.2148,0.7475,5635.3661,9.8148
8,600340,华夏幸福,35.96,16.11,36.0345,2217.6657,2.5145,13762.3569,15.6049
9,600695,绿庭投资,34.6,84.33,8.285,153.5273,0.2152,182.0368,0.2552
10,603288,海天味业,34.3,19.17,39.0995,1205.2789,1.6951,6286.5522,8.8418
11,603699,纽威股份,31.17,,,353.7268,0.5053,,
12,002016,世荣兆业,29.6,79.54,38.8842,438.5067,0.6787,551.2731,0.8532
13,600809,山西汾酒,29.26,22.35,75.7993,1186.0481,1.3698,5305.009,6.1269
14,600287,江苏舜天,29.02,8.82,8.629,347.2898,0.795,3935.8599,9.0107
15,600519,贵州茅台,28.71,50.46,93.4314,11070.1945,10.663,21935.713,21.129
16,000848,承德露露,28.59,13.29,38.7874,271.0482,0.6751,2038.6201,5.0779
17,300360,炬华科技,28.47,,,120.7435,1.6099,,
18,000966,长源电力,28.25,9.39,21.9342,541.4159,0.977,5763.5292,10.4008
19,600067,冠城大通,27.66,22.03,27.2615,1301.5666,1.095,5907.2794,4.9698
20,000568,泸州老窖,27.12,33.1,56.8068,2700.0456,1.9258,8156.3174,5.8176
21,002707,众信旅游,27.09,,,75.5781,1.4819,,
22,000403,ST生化,27.01,22.7,61.1696,85.1627,0.3124,375.0437,1.3759
23,001896,豫能控股,26.99,8.66,21.2647,229.9072,0.3688,2652.4884,4.2552
24,600462,九有股份,26.51,51.62,-5.4765,112.2753,0.2103,217.4637,0.4074
25,002304,洋河股份,26.49,34.45,61.2342,4497.5805,4.1644,13053.173,12.0862
26,600257,大湖股份,26.45,52.47,30.1803,220.9572,0.5174,421.0345,0.9859
27,600687,刚泰控股,25.95,23.88,16.5103,110.51,0.3512,462.6716,1.4707
28,000049,德赛电池,25.65,4.96,16.6988,114.76100000000001,0.8387,2313.2945,16.9064
29,600309,万华化学,25.6,15.19,34.6999,2336.7753,1.0806,15374.2223,7.11
30,600690,青岛海尔,25.37,5.19,25.1951,3457.8076,1.2826,66555.6762,24.6876
31,000701,厦门信达,24.99,1.48,2.9642,262.5821,1.0929,17704.3333,73.6912
32,300567,精测电子,24.95,34.08,58.3932,26.5733,,77.9621,
33,600535,天士力,24.69,11.17,35.8922,903.3257,0.8746,8086.5251,7.8293
34,000651,格力电器,24.21,8.63,29.6056,7578.6962,2.5196,87810.7864,29.1937
35,000540,中天金融,24.17,13.45,37.7077,723.5821,0.5619,5377.236999999999,4.1762
36,300382,斯莱克,23.91,,,69.2074,1.5045,,
37,601633,长城汽车,23.78,15.13,28.967,6172.2094,2.0287,40774.8913,13.4021
38,300357,我武生物,23.62,,,56.0848,0.6231,,
39,601515,东风股份,23.5,37.65,52.6331,516.817,0.9295,1372.6112,2.4687
40,300358,楚天科技,23.41,16.19,48.0292,97.9198,1.4836,604.5215,9.1594
41,601163,三角轮胎,23.0,8.59,18.6816,631.1313,,7340.3636,
42,600090,同济堂,22.93,11.34,40.2895,129.3296,0.3515,1140.2653,3.0992
43,002022,科华生物,22.3,29.43,50.1414,242.1969,0.4919,822.6802,1.6711
44,002344,海宁皮城,22.17,35.52,71.9322,788.8411,0.7043,2220.6361,1.9827
45,600182,S佳通,21.8,5.85,22.9904,203.8499,0.5995,3480.1691,10.2357
46,000688,建新矿业,21.76,42.04,58.7115,195.5765,0.1719,465.1073,0.4089
47,600083,博信股份,21.63,10.39,28.6407,6.3622,0.0276,61.1906,0.266
48,000895,双汇发展,21.37,8.72,20.088,2834.8878,1.2882,32501.394,14.7694
49,601877,正泰电器,21.33,12.85,30.3301,1100.8853,1.0954,8565.6955,8.523
50,000690,宝新能源,21.25,20.24,35.5187,931.6923,0.5396,4602.9368,2.6658
51,600988,赤峰黄金,21.22,34.39,67.3829,98.0419,0.34600000000000003,285.0545,1.0061
52,000899,赣能股份,21.11,17.69,28.7627,354.2419,0.5477,2002.1782,3.096
53,002718,友邦吊顶,20.9,,,51.5057,1.1445,,
54,300371,汇中股份,20.84,28.08,58.1872,33.4043,0.7953,118.9513,2.8321
55,000538,云南白药,20.76,15.68,30.8252,1758.9381,2.5335,11212.0363,16.1494
56,600612,老凤祥,20.57,2.32,7.4243,632.6593,1.2094,27203.1732,52.001999999999995
57,600389,江山股份,20.53,9.62,22.1645,234.3394,1.1835,2434.6926,12.2964
58,002294,信立泰,20.49,36.48,78.42,592.6456,0.9065,1624.3471,2.4846
59,600805,悦达投资,20.21,64.92,27.5827,993.2169,1.1672,1529.8066,1.7978
60,002081,金螳螂,20.2,8.67,17.754,1008.8573,0.8587,11627.4089,9.8973
61,300373,扬杰科技,20.19,19.09,33.3826,72.2053,1.0464,378.17,5.4807
62,002653,海思科,20.17,48.82,73.0132,355.7939,0.3293,728.7701,0.6746
63,000858,五粮液,20.16,37.06,72.1408,7103.847,1.8714,19165.8372,5.0489999999999995
64,600315,上海家化,19.68,15.52,56.4829,622.8368,0.9262,4012.3635,5.9668
65,600684,珠江实业,19.58,20.11,47.2458,336.4875,0.7096,1673.1067,3.5286
66,600816,安信信托,19.55,,,142.2878,0.3133,0.0,0.0
67,603555,贵人鸟,19.52,,,248.87099999999998,0.474,,
68,600803,新奥股份,19.47,16.76,34.7351,574.4308,0.623,3426.2153,3.7159
69,600778,*ST友好,19.45,4.69,29.9994,327.3266,1.0508,6973.0906,22.3861
70,000011,深物业A,19.16,24.04,57.1033,356.2608,0.5977,1481.7385,2.4862
71,002353,杰瑞股份,19.04,26.63,44.5555,710.3531,1.1897,2667.0987,4.4671
72,000963,华东医药,18.98,3.69,19.654,468.5262,1.0794,12690.3351,29.2363
73,600081,东风科技,18.89,6.97,17.9599,154.4433,0.4925,2213.7817,7.0601
74,000028,国药一致,18.7,2.53,8.2623,396.6851,1.3766,15676.3551,54.4035
75,000752,西藏发展,18.67,43.27,31.3871,145.5533,0.5518,336.3072,1.275
76,000423,东阿阿胶,18.5,30.17,62.9772,860.5302,1.3157,2851.5408,4.36
77,600658,电子城,18.48,35.08,66.7795,491.5442,0.8473,1400.8437,2.4148
78,600660,福耀玻璃,18.38,15.83,40.308,1336.5138,0.6672,8440.5814,4.2139
79,002116,中国海诚,18.33,3.03,9.2808,123.531,0.602,4070.3385,19.8359
80,002717,岭南股份,18.31,11.86,29.55,73.866,0.9848,622.4147,8.2988
81,600694,大商股份,18.31,3.65,20.539,927.3304,3.1572,25392.6556,86.4523
82,002038,双鹭药业,18.3,53.11,68.0345,440.6468,0.9645,829.6191,1.8159
83,002219,恒康医疗,18.29,32.39,70.2952,136.7735,0.3105,422.1594,0.9584
84,000156,华数传媒,18.17,14.73,43.6479,187.1211,0.1705,1270.3174,1.1579
85,000661,长春高新,18.15,13.56,81.3827,201.2606,1.5325,1483.7907,11.2984
86,300228,富瑞特装,18.11,11.73,38.7022,165.3915,1.2342,1409.1062,10.5157
87,002262,恩华药业,18.04,8.83,39.9168,145.7375,0.4448,1650.2328,5.0373
88,601828,美凯龙,17.97,22.04,65.5941,1054.6523,0.3515,4784.2042,1.5947
89,600885,宏发股份,17.95,9.48,32.6095,239.2623,0.5019,2522.5331,5.2923
90,002146,荣盛发展,17.92,14.32,35.7768,1753.3429999999998,0.9289,12244.0118,6.487
91,002415,海康威视,17.88,25.65,48.2348,1760.1619,0.4381,6860.3968,1.7077
92,600161,天坛生物,17.83,25.15,57.0313,337.3732,0.6545,1341.1668,2.6018
93,000718,苏宁环球,17.74,20.95,45.3742,790.8231,0.387,3773.1996,1.8467
94,600016,民生银行,17.54,38.74,52.3303,33314.0,1.1744,85975.0,3.0308
95,600111,北方稀土,17.49,19.58,31.8765,1323.8875,0.5465,6761.1362,2.7915
96,600336,澳柯玛,17.46,4.73,22.1021,162.36,0.23800000000000002,3431.5515,5.031000000000001
97,600507,方大特钢,17.42,4.99,13.2532,482.0624,0.3677,9641.4659,7.3558
98,600828,茂业商业,17.4,11.65,28.3553,192.0112,0.3366,1646.9093,2.887
