,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,601058,赛轮轮胎,--,--,--,--,--,--
1,601100,恒立液压,--,--,--,--,--,--
2,601233,桐昆股份,--,--,--,--,--,--
3,601311,骆驼股份,--,--,--,--,--,--
4,601336,新华保险,--,--,--,--,--,--
5,601567,三星医疗,--,--,--,--,--,--
6,300203,聚光科技,--,--,--,--,--,--
7,601929,吉视传媒,--,--,--,--,--,--
8,300247,融捷健康,--,--,--,--,--,--
9,300251,光线传媒,--,--,--,--,--,--
10,300255,常山药业,--,--,--,--,--,--
11,300259,新天科技,--,--,--,--,--,--
12,002606,大连电瓷,--,--,--,--,--,--
13,300263,隆华科技,--,--,--,--,--,--
14,002610,爱康科技,--,--,--,--,--,--
15,300267,尔康制药,--,--,--,--,--,--
16,002614,奥佳华,--,--,--,--,--,--
17,300271,华宇软件,--,--,--,--,--,--
18,002618,丹邦科技,--,--,--,--,--,--
19,300275,梅安森,--,--,--,--,--,--
20,002622,融钰集团,--,--,--,--,--,--
21,300279,和晶科技,--,--,--,--,--,--
22,002626,金达威,--,--,--,--,--,--
23,300283,温州宏丰,--,--,--,--,--,--
24,002630,华西能源,--,--,--,--,--,--
25,300287,飞利信,--,--,--,--,--,--
26,002634,棒杰股份,--,--,--,--,--,--
27,300291,华录百纳,--,--,--,--,--,--
28,002638,勤上股份,--,--,--,--,--,--
29,300295,三六五网,--,--,--,--,--,--
30,002642,*ST荣联,--,--,--,--,--,--
31,300299,富春股份,--,--,--,--,--,--
32,002646,青青稞酒,--,--,--,--,--,--
33,300303,聚飞光电,--,--,--,--,--,--
34,002650,加加食品,--,--,--,--,--,--
35,300307,慈星股份,--,--,--,--,--,--
36,002654,万润科技,--,--,--,--,--,--
37,300311,任子行,--,--,--,--,--,--
38,002658,雪迪龙,--,--,--,--,--,--
39,300315,掌趣科技,--,--,--,--,--,--
40,002662,京威股份,--,--,--,--,--,--
41,300320,海达股份,--,--,--,--,--,--
42,002666,德联集团,--,--,--,--,--,--
43,300324,旋极信息,--,--,--,--,--,--
44,002670,国盛金控,--,--,--,--,--,--
45,300328,宜安科技,--,--,--,--,--,--
46,002674,兴业科技,--,--,--,--,--,--
47,300332,天壕环境,--,--,--,--,--,--
48,002678,珠江钢琴,--,--,--,--,--,--
49,300339,润和软件,--,--,--,--,--,--
50,002682,龙洲股份,--,--,--,--,--,--
51,002686,亿利达,--,--,--,--,--,--
52,601010,文峰股份,--,--,--,--,--,--
53,601028,玉龙股份,--,--,--,--,--,--
54,601208,东材科技,--,--,--,--,--,--
55,601231,环旭电子,--,--,--,--,--,--
56,601566,九牧王,--,--,--,--,--,--
57,601599,鹿港文化,--,--,--,--,--,--
58,601636,旗滨集团,--,--,--,--,--,--
59,601677,明泰铝业,--,--,--,--,--,--
