,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,603000,人民网,--,--,--,--,--,--
1,603008,喜临门,--,--,--,--,--,--
2,603333,明星电缆,--,--,--,--,--,--
3,603766,隆鑫通用,--,--,--,--,--,--
4,002690,美亚光电,--,--,--,--,--,--
5,002694,顾地科技,--,--,--,--,--,--
6,002698,博实股份,--,--,--,--,--,--
7,002702,海欣食品,--,--,--,--,--,--
8,300340,科恒股份,--,--,--,--,--,--
9,300344,太空智造,--,--,--,--,--,--
10,300348,长亮科技,--,--,--,--,--,--
11,300352,北信源,--,--,--,--,--,--
12,300356,光一科技,--,--,--,--,--,--
13,601608,中信重工,--,--,--,--,--,--
14,601968,宝钢包装,--,--,--,--,--,--
15,603003,龙宇燃油,--,--,--,--,--,--
16,603225,新凤鸣,--,--,--,--,--,--
17,002689,远大智能,--,--,--,--,--,--
18,002693,双成药业,--,--,--,--,--,--
19,002697,红旗连锁,--,--,--,--,--,--
20,002701,奥瑞金,--,--,--,--,--,--
21,300343,联创互联,--,--,--,--,--,--
22,300347,泰格医药,--,--,--,--,--,--
23,300351,永贵电器,--,--,--,--,--,--
24,300355,蒙草生态,--,--,--,--,--,--
25,601339,百隆东方,--,--,--,--,--,--
26,601388,怡球资源,--,--,--,--,--,--
27,601965,中国汽研,--,--,--,--,--,--
28,603002,宏昌电子,--,--,--,--,--,--
29,603077,和邦生物,--,--,--,--,--,--
30,603167,渤海轮渡,--,--,--,--,--,--
31,603399,吉翔股份,--,--,--,--,--,--
32,300318,博晖创新,--,--,--,--,--,--
33,002688,金河生物,--,--,--,--,--,--
34,002692,睿康股份,--,--,--,--,--,--
35,002696,百洋股份,--,--,--,--,--,--
36,002700,新疆浩源,--,--,--,--,--,--
37,300338,开元股份,--,--,--,--,--,--
38,300342,天银机电,--,--,--,--,--,--
39,300346,南大光电,--,--,--,--,--,--
40,300350,华鹏飞,--,--,--,--,--,--
41,300354,东华测试,--,--,--,--,--,--
42,603128,华贸物流,--,--,--,--,--,--
43,603366,日出东方,--,--,--,--,--,--
44,002695,煌上煌,--,--,--,--,--,--
45,002699,美盛文化,--,--,--,--,--,--
46,300337,银邦股份,--,--,--,--,--,--
47,002703,浙江世宝,--,--,--,--,--,--
48,300341,麦迪电气,--,--,--,--,--,--
49,300345,红宇新材,--,--,--,--,--,--
50,300349,金卡智能,--,--,--,--,--,--
51,300353,东土科技,--,--,--,--,--,--
52,600903,贵州燃气,--,--,--,--,--,--
53,601038,一拖股份,--,--,--,--,--,--
54,000637,茂化实华,-5.6461,-4.4164,-187.4129,-584.1253,108.7195,-8.7195
55,002399,海普瑞,117.1454,113.2286,10746.0424,-294.6367,98.9418,1.0582
56,300175,朗源股份,53.4233,27.764,1734.3845,3677.1985,98.8284,1.1716
57,300157,恒泰艾普,92.3306,92.3306,7626.1288,-101.2276,98.6697,1.3303
58,300075,数字政通,79.3431,77.9407,6881.34,-16.2482,98.5528,1.4472
59,002414,高德红外,57.9947,48.7831,3453.7648,48.5014,98.4666,1.5334
60,002428,云南锗业,45.7518,41.8853,3795.2752,-483.2705,98.3811,1.6189
61,300107,建新股份,29.57,27.248,1855.3416,-210.9455,98.3387,1.6613
62,000722,湖南发展,8.0419,8.0074,257.5264,-3767.1309,98.1691,1.8309
63,002502,骅威文化,46.7116,42.4319,3302.4458,-85.1647,98.1676,1.8324
64,300085,银之杰,47.4937,46.961999999999996,3658.6293,-51.547,98.1652,1.8348
65,300191,潜能恒信,185.8036,185.6821,14480.2222,-330.7126,98.1154,1.8846
66,300074,华平股份,50.8065,48.339,4003.0651,18.8348,98.0907,1.9093
67,002540,亚太科技,54.0211,47.0795,3310.7647,-369.9495,98.0242,1.9758
68,002279,久其软件,26.9468,26.8918,2163.3547,2104.3435,97.9641,2.0359
69,000681,视觉中国,45.3079,43.2604,3720.014,1007.8306,97.852,2.148
70,300288,朗玛信息,44.6763,44.6763,3949.8712,-3208.2817,97.779,2.1944
71,300053,欧比特,34.0737,30.93,1880.1736,-262.565,97.774,2.226
72,002528,英飞拓,42.4865,38.4402,3550.3964,221.7038,97.7221,2.2779
73,600180,瑞茂通,0.1994,0.1994,19.9353,19370.477,97.6169,2.3831
74,600705,中航资本,39.6741,39.2558,3763.1684,80.0272,97.5798,2.4202
75,002568,百润股份,33.3733,32.6149,2918.6759,-559.1537,97.5746,2.4254
76,002575,群兴玩具,37.2103,30.4316,2164.3469,-472.5704,97.4636,2.5364
77,300309,吉艾科技,37.8196,36.665,2767.7984,610892.5957,97.4367,2.5633
78,002495,佳隆股份,29.7809,27.6596,2366.455,-217.7806,97.3878,2.6122
79,300189,神农基因,33.4653,29.0021,2228.0121,-1987.8082,97.3532,2.6468
80,000498,山东路桥,37.0191,37.0191,3701.9114,45516.8298,97.353,2.647
81,002558,巨人网络,19.1563,18.5351,1760.7997,797.6110000000001,97.3147,2.6853
82,002393,力生制药,32.9472,31.1385,2509.3467,-2697.6554,97.2486,2.7514
83,300295,三六五网,33.361,33.361,3165.2673,-2712.0011,97.0642,2.9358
84,300079,数码科技,42.2265,40.6325,3264.1485,-195.0344,97.0637,2.9363
85,002550,千红制药,66.9551,61.1149,5562.0978,-276.735,97.0299,2.9701
86,300067,安诺其,25.6164,20.3882,1449.7327,-199.2964,96.9406,3.0594
87,002038,双鹭药业,24.119,22.7262,875.6610000000001,-3065.7839,96.7971,3.2029
88,002148,北纬科技,22.7636,22.7482,1564.0615,-1187.0945,96.7069,3.2931
89,002505,大康农业,13.7664,9.4836,714.8765,8777.4284,96.6139,3.3861
90,300202,聚龙股份,29.0145,25.178,2041.1529999999998,-138.6023,96.5594,3.4406
91,300078,思创医惠,29.3426,28.3742,2569.7888,-370.1764,96.5217,3.4783
92,300251,光线传媒,27.1199,25.3877,1525.9309,-306.9518,96.44,3.56
93,300223,北京君正,106.2778,102.6502,9652.1785,-72.22800000000001,96.3785,3.6215
94,002320,海峡股份,19.4512,19.2318,1855.4188,-1146.0653,96.3245,3.6755
95,300047,天源迪科,19.2451,18.7444,1148.2873,-97.3601,96.316,3.6839999999999997
96,300050,世纪鼎利,30.6654,29.037,2388.5782,35.0744,96.2198,3.7802
97,300247,乐金健康,18.1513,16.1768,1140.6681,-372.4761,96.1961,3.8039
98,002494,华斯股份,32.7921,22.8368,1959.3002,-240.2162,96.1831,3.8169
99,300206,理邦仪器,30.8533,29.7231,2884.1113,-585.4456,96.1526,3.8474
100,601519,大智慧,20.4742,20.4742,1824.5556,177.3111,96.1124,3.8876
101,300113,顺网科技,24.5575,24.5575,2277.8731,-1084.4703,96.0923,3.9077
102,002287,奇正藏药,24.0788,21.0649,1178.6976,-6557.1735,95.9621,4.0379
103,300180,华峰超纤,15.3929,12.6881,894.4987,-1139.0859,95.9166,4.0834
104,300286,安科瑞,21.2045,19.9405,1671.7060000000001,-5185.9731,95.8701,4.1299
105,300183,东软载波,27.789,27.1475,2577.5982,-2559.9234,95.8241,4.1759
106,300204,舒泰神,32.7275,32.2943,2989.3346,-424.0872,95.8046,4.1954
107,000008,神州高铁,14.2476,14.1782,1307.1337,122.7968,95.7918,4.2082
108,300155,安居宝,23.6902,22.3229,2045.9618,33.1945,95.7758,4.2242
109,002621,三垒股份,21.909000000000002,20.2016,1912.5037,-1403.9522,95.7679,4.2321
110,002252,上海莱士,19.5677,12.6463,1075.3544,-1387.5407,95.7668,4.2332
