,code,name,roe,net_profit_ratio,gross_profit_rate,net_profits,eps,business_income,bips
0,600892,大晟文化,64.8,1.05,3.5445,3.8026,0.0602,361.7541,5.7307
1,000757,浩物股份,39.55,18.32,30.0621,41.4468,0.1131,226.206,0.6174
2,600695,绿庭投资,34.71,162.88,9.5658,154.2646,0.2162,94.7053,0.1327
3,000921,海信科龙,31.89,5.44,21.1088,706.8126,0.5219,12992.87,9.5955
4,600462,九有股份,30.98,118.38,2.6038,139.6562,0.2616,117.9689,0.221
5,600340,华夏幸福,29.97,20.14,40.2008,1769.2253,2.0061,8784.3689,9.9605
6,600287,江苏舜天,28.35,12.79,8.4742,335.8866,0.7689,2624.6278,6.0088
7,002016,世荣兆业,28.34,119.8,38.2398,412.4649,0.6383,344.2661,0.5328
8,600280,中央商场,26.88,6.97,25.0369,279.1659,0.9724,3999.5943,13.9318
9,600257,大湖股份,26.56,82.0,31.6652,223.8612,0.5242,272.9745,0.6392
10,600809,山西汾酒,25.59,24.25,76.2321,985.7205,1.1384,4064.5976,4.6943
11,600067,冠城大通,25.18,26.31,28.5516,1146.0909,0.9739,4354.5766,3.7003
12,600687,刚泰控股,22.98,22.66,11.4781,92.9939,0.2956,410.2597,1.3041
13,603288,海天味业,22.88,19.62,39.4569,863.8875,1.215,4402.655,6.1922
14,600519,贵州茅台,20.86,51.3,93.3991,7247.9447,6.9813,14127.8672,13.6083
15,002304,洋河股份,20.81,34.9,60.9347,3284.9091,3.0415,9410.3181,8.7132
16,000848,承德露露,20.61,14.04,38.742,207.0544,0.5157,1474.0425,3.6716
17,000568,泸州老窖,20.04,34.55,59.4429,1816.14,1.2953,5255.7612,3.7487
18,000011,深物业A,19.05,26.22,58.9689,353.601,0.5933,1348.1941,2.2621
19,000403,ST生化,18.93,22.14,60.9771,53.7395,0.1971,242.7214,0.8904
20,600193,*ST创兴,18.51,282.54,23.5373,121.0527,0.3699,42.8441,0.1309
21,600309,万华化学,18.48,15.41,35.5529,1537.8975,0.7112,9975.9026,4.6134
22,000540,中天金融,18.39,18.44,42.205,504.9303,0.3948,2736.8582,2.1401
23,300382,斯莱克,18.32,31.51,47.1421,49.3193,1.0721,156.4756,3.4016
24,002721,金一文化,18.25,5.93,11.8705,108.0236,0.7607,1820.9426,12.8235
25,000603,盛达矿业,18.0,35.74,85.0463,150.3411,0.2977,420.5776,0.8328
26,600535,天士力,17.92,11.12,35.5358,600.7582,0.5816,5402.4852,5.2306
27,000752,西藏发展,17.87,63.63,32.5784,138.4462,0.5248,217.5544,0.8248
28,300360,炬华科技,17.77,23.63,38.7588,81.7982,1.0906,346.1598,4.6154
29,000049,德赛电池,17.65,4.99,17.5556,71.3014,0.521,1427.5498,10.433
30,002344,海宁皮城,17.46,34.59,72.4653,585.6080000000001,0.5228,1692.9489999999998,1.5115
31,600690,青岛海尔,17.35,4.95,24.756,2130.768,0.7903,42970.5252,15.9391
32,603699,纽威股份,17.17,17.94,46.1809,212.9323,0.3041,1186.5712,1.6951
33,601633,长城汽车,17.12,15.47,28.9637,4087.3321,1.3434,26416.8386,8.6828
34,000858,五粮液,17.07,37.31,71.7994,5791.0345,1.5255,15519.8776,4.0885
35,300358,楚天科技,16.88,15.96,48.1787,65.0629,0.9858,407.6447,6.1764
36,600778,*ST友好,16.45,5.18,30.2451,262.2143,0.8418,5061.3005,16.2486
37,601163,三角轮胎,16.3,8.5,18.2706,411.3621,,4838.8506,
38,600620,天宸股份,16.3,695.72,21.5482,138.4098,0.3023,19.8944,0.0434
39,600315,上海家化,16.26,17.83,57.373999999999995,489.8774,0.7284,2746.6931,4.0841
40,600771,广誉远,16.12,6.83,55.0853,8.9044,0.0365,130.20600000000002,0.534
41,600336,澳柯玛,15.92,6.39,22.761999999999997,145.0577,0.4253,2267.4154,6.6486
42,600816,安信信托,15.87,,,110.4568,0.2432,0.0,0.0
43,600803,新奥股份,15.77,19.49,36.9801,444.4587,1.4253,2279.6782,7.3105
44,600081,东风科技,15.74,7.95,17.1719,123.9376,0.3952,1558.4845,4.9702
45,000333,美的集团,15.65,4.01,22.9315,2646.8346,2.6468,65939.4791,65.9394
46,000688,建新矿业,15.46,41.48,59.7376,128.3575,0.1128,309.4071,0.272
47,600086,东方金钰,15.1,2.96,4.9958,130.873,0.3715,4420.1707,12.5472
48,002022,科华生物,14.94,27.91,48.8476,148.2676,0.3011,531.0879,1.0788
