,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,603688,石英股份,--,--,--,--,--,--
1,002707,众信旅游,--,--,--,--,--,--
2,002712,思美传媒,--,--,--,--,--,--
3,002716,金贵银业,--,--,--,--,--,--
4,002721,金一文化,--,--,--,--,--,--
5,300359,全通教育,--,--,--,--,--,--
6,300366,创意信息,--,--,--,--,--,--
7,300370,安控科技,--,--,--,--,--,--
8,300377,赢时胜,--,--,--,--,--,--
9,300381,溢多利,--,--,--,--,--,--
10,603308,应流股份,--,--,--,--,--,--
11,603555,贵人鸟,--,--,--,--,--,--
12,002706,良信电器,--,--,--,--,--,--
13,002711,欧浦智网,--,--,--,--,--,--
14,002715,登云股份,--,--,--,--,--,--
15,002719,麦趣尔,--,--,--,--,--,--
16,002725,跃岭股份,--,--,--,--,--,--
17,300358,楚天科技,--,--,--,--,--,--
18,300365,恒华科技,--,--,--,--,--,--
19,300369,绿盟科技,--,--,--,--,--,--
20,300376,易事特,--,--,--,--,--,--
21,300380,安硕信息,--,--,--,--,--,--
22,002705,新宝股份,--,--,--,--,--,--
23,002714,牧原股份,--,--,--,--,--,--
24,002718,友邦吊顶,--,--,--,--,--,--
25,002723,金莱特,--,--,--,--,--,--
26,300357,我武生物,--,--,--,--,--,--
27,300368,汇金股份,--,--,--,--,--,--
28,300375,鹏翎股份,--,--,--,--,--,--
29,300379,东方通,--,--,--,--,--,--
30,300383,光环新网,--,--,--,--,--,--
31,603005,晶方科技,--,--,--,--,--,--
32,603288,海天味业,--,--,--,--,--,--
33,603699,纽威股份,--,--,--,--,--,--
34,002708,光洋股份,--,--,--,--,--,--
35,002713,东易日盛,--,--,--,--,--,--
36,002717,岭南股份,--,--,--,--,--,--
37,002722,金轮股份,--,--,--,--,--,--
38,300360,炬华科技,--,--,--,--,--,--
39,300367,东方网力,--,--,--,--,--,--
40,300373,扬杰科技,--,--,--,--,--,--
41,300378,鼎捷软件,--,--,--,--,--,--
42,300382,斯莱克,--,--,--,--,--,--
43,601225,陕西煤业,--,--,--,--,--,--
44,000498,山东路桥,471.9664,471.9664,46935.4725,29105.0768,99.8121,0.1879
45,300309,吉艾科技,96.7727,88.2285,6267.948,-1595.0437,99.0345,0.9655
46,002399,海普瑞,141.3117,134.401,12515.8691,-221.9224,99.0116,0.9884
47,300075,数字政通,115.504,111.5681,9288.5543,-143.8512,98.8828,1.1172
48,300191,潜能恒信,3083.3092,3078.2624,233151.5255,-241.7012,98.5735,1.4265
49,300085,银之杰,48.8314,47.8151,3479.0594,-29.8441,98.2685,1.7315
50,002414,高德红外,44.5923,35.8814,2279.385,-155.4894,98.096,1.904
51,002558,巨人网络,20.7549,19.8422,1772.1615,-673.5815,98.0607,1.9393
52,300053,欧比特,36.9799,33.1452,1648.5646,-1190.3356,98.009,1.991
53,300315,掌趣科技,43.1134,43.1134,3588.4517,-4002.7437,97.9899,2.0101
54,300107,建新股份,18.6757,16.1067,1139.84,-332.8462,97.8442,2.1558
55,300348,长亮科技,48.4452,47.9991,3764.626,-2118.7186,97.8129,2.1871
56,300074,华平股份,44.8849,42.4227,3387.4433,-97.1125,97.7812,2.2188
57,300166,东方国信,39.0559,38.2152,2303.1396,-436.959,97.7789,2.2211
58,002279,久其软件,21.0631,21.0279,1147.4717,809.5858,97.7642,2.2358
59,000722,湖南发展,8.2186,8.1894,413.6285,-4697.5352,97.6736,2.3264
60,300318,博晖创新,32.9207,32.0495,2853.2379,-1621.5512,97.6064,2.3936
61,002495,佳隆股份,27.9285,24.8456,2006.6443,-273.7492,97.5682,2.4318
62,000892,欢瑞世纪,41.0972,41.0972,4109.6798,-2131.3057,97.5667,2.4333
63,300223,北京君正,132.6737,126.9483,12065.7302,-99.90799999999999,97.4358,2.5642
64,300288,朗玛信息,37.7361,37.7361,3014.006,-788.6414,97.4304,2.5696
65,002675,东诚药业,33.9701,27.2807,2275.5007,-2439.6418,97.3776,2.6224
66,300189,神农基因,28.9507,23.939,1990.6947,-220.0749,97.3248,2.6752
67,002540,亚太科技,32.7988,28.7683,1736.037,-420.2725,97.3074,2.6926
68,002502,骅威文化,30.8023,28.2915,1949.0029,-293.6514,97.2321,2.7679
69,002568,百润股份,26.871,26.2455,2349.5492,-572.8481,97.0343,2.9657
70,300067,安诺其,24.7868,19.6511,1325.3355,-340.16900000000004,97.0113,2.9887
71,300305,裕兴股份,26.7402,25.2272,2198.8002,-4095.6883,96.7594,3.2406
72,300346,南大光电,35.141,32.0757,2939.0288,-1046.7679,96.7251,3.2749
73,300078,思创医惠,28.3235,27.1257,2468.8194,-325.6849,96.6339,3.3661
74,300295,三六五网,27.5025,27.5025,2583.6453,-1358.644,96.4374,3.5626
75,002038,双鹭药业,21.237,20.0019,866.1984,-3934.985,96.3904,3.6096
76,002581,未名医药,24.872,23.8728,2021.0883,-847.5772,96.3646,3.6354
77,002621,三垒股份,25.7111,23.6763,2258.7828,-240.3818,96.2928,3.7072
78,002575,群兴玩具,24.1107,20.5317,1102.1967,-473.0255,96.2924,3.7076
79,002494,华斯股份,33.9324,22.5354,1833.5236,-653.0158,96.1776,3.8224
80,601519,大智慧,19.4301,19.4301,1702.5510000000002,265.44599999999997,96.1169,3.8831
81,300175,朗源股份,16.2869,11.4014,669.2272,-1162.2255,96.1142,3.8858
82,300294,博雅生物,23.8702,20.3196,1994.6414,-936.6111,96.11,3.89
83,002595,豪迈科技,20.7721,18.2416,1207.2386,-715.3717,96.0977,3.9023
84,000554,泰山石油,5.4726,2.2309,119.0945,20309.8911,96.056,3.944
85,300050,世纪鼎利,26.0634,24.5099,1890.7586,-15.6448,96.0365,3.9635
86,300206,理邦仪器,39.3868,37.8288,3569.9952,-87.9324,96.0298,3.9702
87,002320,海峡股份,15.8708,15.6524,1496.1656,-562.8163,95.9928,4.0072
88,300086,康芝药业,22.6854,21.7132,1796.1032,2.23,95.9792,4.0208
89,000567,海德股份,15.0161,11.9653,490.9399,149.6783,95.9706,4.0294
90,002577,雷柏科技,18.5624,17.311,1627.1047,-208.3625,95.93700000000001,4.063
91,300079,数码科技,23.4317,22.6248,1730.6665,-295.4098,95.9335,4.0665
92,002693,双成药业,33.8235,32.8341,3000.0276,-1829.9273,95.8739,4.1261
93,300180,华峰超纤,13.0977,10.7703,611.813,-1245.226,95.8434,4.1566
94,300077,国民技术,24.0836,22.7151,1990.5726,3.9384,95.8317,4.1683
95,300059,东方财富,21.1748,21.1748,1988.0367,-40.1464,95.8062,4.1938
96,300282,三盛教育,19.9094,16.7541,1419.0153,-240.7368,95.7298,4.2702
97,000008,神州高铁,14.2695,14.2027,1176.1835,89.7234,95.7184,4.2816
98,300251,光线传媒,21.226,20.2154,920.0926,-888.7230000000001,95.7023,4.2977
99,002322,理工环科,16.4545,15.1072,1015.5948,-5009.8724,95.5425,4.4575
100,300235,方直科技,25.0931,24.3826,1747.4701,-266.7237,95.4707,4.5293
101,300306,远方信息,21.1887,20.3369,1990.3376,-1513.9054,95.4445,4.5555
102,002393,力生制药,15.7095,14.4186,1092.5737,-4107.963,95.3399,4.6601
103,300352,北信源,20.5012,20.3333,1614.8970000000002,-920.8463,95.336,4.664
104,002515,金字火腿,15.4439,7.1639,386.2176,-801.888,95.331,4.669
105,002566,益盛药业,26.2563,22.6007,1545.2938,-344.1967,95.2213,4.7787
106,300179,四方达,27.4859,24.5917,2099.4535,-181.7942,95.2122,4.7878
107,300003,乐普医疗,15.1438,13.84,929.2547,-1635.7857,95.1527,4.8473
108,002410,广联达,13.2746,13.2546,1246.8477,-498.80300000000005,95.0797,4.9203
109,002550,千红制药,18.5161,16.3858,1464.4933,-353.1437,95.0006,4.9994
110,300102,乾照光电,29.2163,26.0789,1718.3843,-4690.5908,94.9766,5.0234
111,300347,泰格医药,18.7618,18.7548,1620.7601,-2372.9754,94.9726,5.0274
112,002622,融钰集团,18.2898,15.9633,1289.1925,-170.6134,94.9553,5.0447
113,002406,远东传动,14.6721,12.3907,609.4095,-1539.1598,94.8796,5.1204
114,300308,中际旭创,13.6454,11.7488,836.5054,4271.3358,94.7516,5.2484
115,002287,奇正藏药,17.1682,15.1324,709.9989,-1559.4849,94.7188,5.2812
116,300261,雅本化学,13.9604,11.5741,769.4104,-599.4343,94.6985,5.3015
117,300326,凯利泰,16.4628,16.0105,1486.6566,-44063.3185,94.6941,5.3059
118,601137,博威合金,11.9916,7.4758,259.1239,-767.8874,94.6745,5.3255
119,300323,华灿光电,13.3929,11.1687,586.6065,463.4688,94.6309,5.3691
120,000563,陕国投A,9.4703,9.4703,920.6855,--,94.5886,5.4114
121,300052,中青宝,11.2657,11.2499,982.9519,-3.3719,94.5733,5.4267
122,300194,福安药业,17.9397,16.5622,1406.6465,-238.9981,94.5388,5.4612
123,300333,兆日科技,17.8457,16.9116,1639.4064,-1258.0595,94.5149,5.4851
124,300183,东软载波,20.7784,20.2288,1848.125,-657.7508,94.4969,5.5031
125,600643,爱建集团,11.3895,11.2336,799.16,4360.5575,94.3547,5.6453
126,300120,经纬辉开,17.0434,15.7817,918.3648,-477.4604,94.3055,5.6945
127,600527,江南高纤,10.5009,8.1934,449.8181,-1607.0993,94.2825,5.7175
128,300204,舒泰神,18.2719,17.9352,1602.3709,-575.4187,94.2279,5.7721
129,000996,中国中期,4.5896,3.7677,339.0983,-1197.705,94.1765,5.8235
130,300139,晓程科技,15.2503,12.3459,828.068,-844.5816,94.1506,5.8494
131,300214,日科化学,14.3409,13.154000000000002,498.866,-1427.5796,94.1277,5.8723
132,300108,吉药控股,7.7795,6.125,114.7967,-6081.6749,94.1087,5.8913
133,002148,北纬科技,11.1255,11.104000000000001,564.0717,-1072.4537,94.0776,5.9224
134,300099,精准信息,12.6292,11.9212,820.8102,-752.1361,94.0597,5.9403
135,002591,恒大高新,18.9042,17.0252,881.0759,-390.7098,94.0525,5.9475
136,300149,量子生物,13.1541,12.4174,901.1809,-807.7079,94.042,5.957999999999999
137,002195,二三四五,11.27,11.2022,929.3388,-906.7045,93.9854,6.0146
138,002626,金达威,12.8063,10.8356,843.3539999999999,-856.9703,93.985,6.015
139,300016,北陆药业,21.0376,19.1729,1285.7431,-2326.6724,93.9323,6.0677
140,300150,世纪瑞尔,16.0665,15.5251,1244.0224,-227.1126,93.9169,6.0831
141,002669,康达新材,12.7649,11.6149,654.177,-19716.7205,93.8686,6.1314
142,300017,网宿科技,12.2776,12.0623,987.8217,-2949.5471,93.85,6.15
143,300351,永贵电器,16.1525,15.085999999999999,1186.882,7210.3294,93.8314,6.1686
144,000518,四环生物,8.1784,7.4089,392.9596,-925.3746,93.8312,6.1688
145,300334,津膜科技,20.6043,15.2756,1307.5282,1889.9959,93.8207,6.1793
146,002389,南洋科技,11.8977,11.2869,845.3673,-679.2448,93.7651,6.2349
147,300286,安科瑞,13.9949,12.9569,1044.3039,-2038.5783,93.7639,6.2361
148,601958,金钼股份,26.2135,22.5295,1593.0177,-352.9142,93.7331,6.2669
149,002107,沃华医药,9.9896,9.4189,728.5951,-46.1658,93.6279,6.3721
