,code,name,currentratio,quickratio,cashratio,icratio,sheqratio,adratio
0,002575,群兴玩具,59.7316,59.7316,1321.6689,1845.4784,98.8005,1.1995
1,002625,光启技术,65.5207,65.0935,5678.8834,-32.7996,98.4075,1.5925
2,300333,兆日科技,32.4837,29.3252,1625.9396,-377.7964,98.0572,1.9428
3,300149,量子生物,25.6497,24.4661,1859.9509,-4532.7025,97.1316,2.8684
4,000416,民生控股,25.0062,25.0048,1596.3396,20432.5475,97.0954,2.9046
5,300223,北京君正,44.8034,38.2845,217.6802,-16569.5734,96.9239,3.0761
6,300656,民德电子,31.5286,29.164,572.4529,-9661.3424,96.8513,3.1487
7,603336,宏辉果蔬,27.3614,20.2935,425.9133,1029.4707,96.4454,3.5546
8,603696,安记食品,18.8479,17.262999999999998,933.7739999999999,-781.6447,96.4117,3.5883
9,300081,恒信东方,17.6917,16.5035,1357.9963,-2064.9444,96.2596,3.7404
10,600868,梅雁吉祥,2.6622,2.6587,116.2562,7656.603,96.1684,3.8316
11,300235,方直科技,17.012,16.5617,759.1245,-661.2287,96.01700000000001,3.983
12,300485,赛升药业,17.7151,16.5122,116.6178,-28320.7002,95.9336,4.0664
13,000813,德展健康,22.6164,21.315,1180.19,-17265.238999999998,95.7831,4.2169
14,300042,朗科科技,17.8422,16.6699,293.9187,-829.4,95.742,4.258
15,300628,亿联网络,21.9846,20.4609,315.133,2557.0791,95.6493,4.3507
16,300494,盛天网络,20.4758,20.4631,1260.0368,-1023.6163,95.6323,4.3677
17,002038,双鹭药业,17.8323,16.1021,711.2811,-2727.705,95.5014,4.4986
18,300377,赢时胜,12.1031,12.0848,598.562,-603.605,95.4249,4.5751
19,300127,银河磁体,19.4775,17.1937,214.4345,3329.3303,95.3792,4.6208
20,600883,博闻科技,45.7154,44.6878,2950.0548,-2032.8037,95.3078,4.6922
21,300642,透景生命,21.3701,19.6049,1459.4063,-2474.6316,95.3004,4.6996
22,300701,森霸传感,19.8318,18.6671,1334.4513,410530.7519,95.2804,4.7196
23,603232,格尔软件,16.3771,15.1892,766.2912,-297.176,95.2319,4.7681
24,300561,汇金科技,24.6862,22.3785,316.9199,-11930.5374,95.2053,4.7947
25,000831,五矿稀土,16.4075,9.9287,217.9676,-1835.0014,95.1342,4.8658
26,603189,网达软件,21.7798,21.0735,1601.9963,-163.0548,95.0532,4.9468
27,300357,我武生物,16.7144,16.1689,470.9953,-6774.861999999999,94.7556,5.2444
28,300346,南大光电,26.0011,23.764,125.2915,2521.9243,94.7152,5.2848
29,002820,桂发祥,5.6788,4.9779,371.5894,-143240.4414,94.6926,5.3074
30,300530,达志科技,31.6464,30.2812,351.8907,-39072.2463,94.6801,5.3199
31,600212,江泉实业,7.6370000000000005,7.5245,196.852,-56336.9846,94.6207,5.3793
32,300099,精准信息,9.1221,7.9510000000000005,362.2407,-760.2329,94.617,5.382999999999999
33,002802,洪汇新材,18.7211,17.6282,118.2468,6125.2074,94.56200000000001,5.438
34,600527,江南高纤,12.6391,8.2844,573.5162,-1878.3770000000002,94.456,5.544
35,603615,茶花股份,13.4953,11.6913,840.8961,-2613.9204,94.4213,5.5787
36,603508,思维列控,14.3885,12.9787,269.0482,-1454.1285,94.20299999999999,5.797000000000001
37,300672,国科微,12.6373,10.4123,317.8753,31.3529,94.1898,5.8102
38,603688,石英股份,12.1753,10.2116,308.1568,4196.0548,94.1827,5.8173
39,300508,维宏股份,17.8684,16.4182,77.1184,-42088.7376,94.1605,5.8395
40,000096,广聚能源,11.6809,11.4709,992.2217,-562.9305,94.1466,5.8534
41,603896,寿仙谷,10.6,7.7464,154.9996,3039.0767,94.1186,5.8814
42,000971,高升控股,4.4601,4.4601,171.4753,-14925.2017,94.0138,5.9862
43,300191,潜能恒信,11.0439,11.0439,640.2252,1000.3717,94.0113,5.9887
44,300613,富瀚微,16.9005,15.7167,1235.1486,1581.0134,93.9961,6.0039
45,603040,新坐标,12.8292,11.7177,548.4667,-11259.3739,93.8362,6.1638
46,300406,九强生物,13.0079,11.6428,649.3108,-4056.0495,93.7892,6.2108
47,603023,威帝股份,13.2125,11.1829,729.9739999999999,-2111.4575,93.7575,6.2425
48,002495,佳隆股份,7.3816,6.4874,567.505,-1185.5269,93.7274,6.2726
49,000623,吉林敖东,3.4118,2.8852,147.3158,-18861.0869,93.585,6.415
50,002007,华兰生物,10.6603,6.9626,35.2751,-6565.4085,93.5235,6.4765
51,300305,裕兴股份,13.8095,13.2633,538.5691,-418.6289,93.3295,6.6705
52,000722,湖南发展,13.5915,12.6784,804.8612,3539.0166,93.3164,6.6836
53,603879,永悦科技,12.4398,10.8377,286.7546,6325.8675,93.2634,6.7366
54,300474,景嘉微,16.3378,14.5449,656.4883,-2955.7355,93.2553,6.7447
55,603139,康惠制药,13.2161,12.1414,295.3937,-17488.2628,93.2391,6.7609
56,600381,青海春天,38.2586,29.3433,793.2087,-3754.1668,93.2166,6.7834
57,300726,宏达电子,13.3435,10.2402,144.9313,-10471.7096,93.204,6.796
58,000038,深大通,12.2096,12.2091,643.9730000000001,-1155.8077,93.2004,6.7996
59,300379,东方通,7.281000000000001,6.8809,412.774,-583.5186,93.1577,6.8423
60,002320,海峡股份,7.7539,7.6687,746.7751,-4244.2332,93.1109,6.8891
61,002729,好利来,6.3856,5.2301,187.9338,3678.5248,93.0231,6.9769
62,603580,艾艾精工,15.6758,13.0918,1093.5449,4004.2443,92.9838,7.0162
63,002502,骅威文化,11.3899,10.442,686.9674,-3228.167,92.9805,7.0195
64,000688,建新矿业,7.0309,6.5832,528.6043,-14204.2455,92.9308,7.0692
65,300590,移为通信,14.6151,13.0582,643.9112,1784.7473,92.9063,7.0937
66,603058,永吉股份,7.1093,6.3036,223.162,-2733.9137,92.8161,7.1839
67,300016,北陆药业,7.3435,5.3429,92.7977,-19076.7049,92.7856,7.2144
68,603387,基蛋生物,12.7789,11.8548,379.8225,-25317.1606,92.7806,7.2194
69,603938,三孚股份,9.7477,8.8414,77.8462,12562.3854,92.7714,7.2286
70,300443,金雷风电,9.4724,7.9607,227.093,880.5948,92.7407,7.2593
71,300148,天舟文化,4.1532,4.039,296.7342,-1253.128,92.7405,7.2595
72,300175,朗源股份,8.8481,5.1881,270.7679,1373.8013,92.709,7.291
73,002348,高乐股份,5.9715,5.0898,186.4,938.0521,92.6718,7.3282
74,300535,达威股份,10.3916,8.9179,212.1316,4822.5755,92.6119,7.3881
75,300458,全志科技,12.2499,10.0219,709.0649,137.9009,92.588,7.412000000000001
76,300371,汇中股份,9.6449,8.2125,298.832,-2265.6882,92.5794,7.4206
77,002868,绿康生化,10.7843,10.1313,135.1665,2060.4297,92.4697,7.5303
78,002379,宏创控股,8.0441,7.0167,303.3864,1420.5755,92.4601,7.5399
79,300522,世名科技,10.0042,8.8486,204.1806,-16753.725,92.3872,7.6128
80,600059,古越龙山,8.4246,2.6260000000000003,96.4384,-3886.1978,92.3411,7.6589
81,002669,康达新材,10.4134,9.809,477.1911,-902.2818,92.3189,7.6811
82,603826,坤彩科技,8.4619,5.7277,130.8746,1650.0156,92.2884,7.7116
83,300519,新光药业,13.0656,12.139000000000001,711.7104,-4635.0426,92.2633,7.7367
84,603036,如通股份,16.3949,13.8438,1016.4839,-1161.9951,92.2093,7.7907
85,600539,*ST狮头,9.9437,9.5576,917.6178,-69.7757,92.2041,7.7959
86,000996,中国中期,9.0621,8.177,751.0060000000001,-5476.1566,92.1851,7.8149
87,603585,苏利股份,9.9084,8.8291,492.4459,2467.9975,92.152,7.848
88,300183,东软载波,10.7685,9.9747,608.6029,-781.5592,92.1462,7.8538
89,600009,上海机场,4.6264,4.6183,369.5868,-5400.8149,92.141,7.859
90,002843,泰嘉股份,8.1982,7.1947,53.0348,-14965.8444,92.1027,7.8973
91,300679,电连技术,11.2458,10.6421,806.9947,4774.2231,92.0851,7.9149
92,002827,高争民爆,7.5851,7.2838,665.8810000000001,-22269.0538,92.0277,7.9723
93,002540,亚太科技,7.8262,6.2679,109.9831,5969.3365,92.0038,7.9962
